ID_Pedido;Fecha_Pedido;Fecha_Envio;Modo_Envio;Estado_Pedido;ID_Detalle;ID_Producto;Cantidad;Descuento;Ventas;Ganancia;Nombre_Producto;Categoria;Subcategoria;Marca;Precio_Lista;Costo_Unitario;Nombre_Campania;Canal_Marketing;Ingreso_Neto;Venta_Promedio_Unidad;Mes_Pedido;Dias_Envio
ORD-2023-00296;2024-11-08;2024-11-12;estándar;completado;754;P0007;8;0.10;2254.25;1118.65;accesorios nova 7;tecnología;accesorios;alerce;313.09;143.58;sin dato;sin dato;2028.83;281.78;11;4
ORD-2023-00296;2024-11-08;2024-11-12;estándar;completado;755;P0084;7;0.20;4122.27;1787.52;papelería flex 4;oficina;papelería;altura;736.12;351.56;sin dato;sin dato;3297.82;588.90;11;4
ORD-2023-00296;2024-11-08;2024-11-12;estándar;completado;756;P0052;3;0.10;1334.20;199.35;mesas nova 2;muebles;mesas;lumen;494.15;377.70;sin dato;sin dato;1200.78;444.73;11;4
ORD-2023-00297;2024-03-19;2024-03-19;estándar;completado;757;P0007;1;0.10;281.78;141.47;accesorios nova 7;tecnología;accesorios;alerce;313.09;143.58;sin dato;sin dato;253.60;281.78;3;0
ORD-2023-00298;2023-08-20;2023-08-24;mismo día;completado;758;P0094;5;0.30;630.14;28.43;archivadores pro 4;oficina;archivadores;alerce;180.04;126.70;sin dato;sin dato;441.10;126.03;8;4
ORD-2023-00298;2023-08-20;2023-08-24;mismo día;completado;759;P0045;5;0.10;2407.05;423.83;sillas eco 5;muebles;sillas;lumen;534.90;391.64;sin dato;sin dato;2166.35;481.41;8;4
ORD-2023-00299;2024-05-30;2024-06-04;segunda clase;completado;760;P0088;2;0.00;1391.68;545.98;papelería eco 8;oficina;papelería;patagonia;695.84;422.85;sin dato;sin dato;1391.68;695.84;5;5
ORD-2023-00299;2024-05-30;2024-06-04;segunda clase;completado;761;P0019;1;0.30;367.80;-23.89;teléfonos eco 9;tecnología;teléfonos;andes;525.43;396.24;sin dato;sin dato;257.46;367.80;5;5
ORD-2023-00299;2024-05-30;2024-06-04;segunda clase;completado;762;P0023;5;0.00;3966.85;1991.40;computadores pro 3;tecnología;computadores;patagonia;793.37;395.09;sin dato;sin dato;3966.85;793.37;5;5
ORD-2023-00300;2024-04-30;2024-05-04;estándar;completado;763;P0073;5;0.05;830.11;229.47;almacenamiento eco 3;muebles;almacenamiento;orion;174.76;120.04;campaña activa 4;afiliados;788.60;166.02;4;4
ORD-2023-00301;2025-03-04;2025-03-04;primera clase;completado;764;P0085;8;0.10;5356.87;1061.26;papelería smart 5;oficina;papelería;alerce;744.01;540.99;campaña ahorro 6;afiliados;4821.18;669.61;3;0
ORD-2023-00301;2025-03-04;2025-03-04;primera clase;completado;765;P0106;6;0.10;1212.68;490.53;etiquetas eco 6;oficina;etiquetas;vector;224.57;118.47;campaña ahorro 6;afiliados;1091.41;202.11;3;0
ORD-2023-00301;2025-03-04;2025-03-04;primera clase;completado;766;P0015;5;0.00;3492.50;914.50;teléfonos plus 5;tecnología;teléfonos;nova;698.50;515.60;campaña ahorro 6;afiliados;3492.50;698.50;3;0
ORD-2023-00302;2024-11-06;2024-11-07;mismo día;completado;767;P0096;2;0.05;1342.33;537.40;archivadores pro 6;oficina;archivadores;patagonia;706.49;396.52;campaña cliente vip 1;email;1275.21;671.16;11;1
ORD-2023-00302;2024-11-06;2024-11-07;mismo día;completado;768;P0082;2;0.10;1063.55;508.84;papelería eco 2;oficina;papelería;orion;590.86;268.44;campaña cliente vip 1;email;957.19;531.78;11;1
ORD-2023-00303;2023-06-29;2023-07-01;primera clase;completado;769;P0036;5;0.05;4166.70;2102.90;periféricos nova 6;tecnología;periféricos;patagonia;877.20;420.81;sin dato;sin dato;3958.36;833.34;6;2
ORD-2023-00303;2023-06-29;2023-07-01;primera clase;completado;770;P0107;2;0.20;123.92;35.34;etiquetas pro 7;oficina;etiquetas;orion;77.45;42.46;sin dato;sin dato;99.14;61.96;6;2
ORD-2023-00303;2023-06-29;2023-07-01;primera clase;completado;771;P0037;2;0.00;577.96;262.86;periféricos nova 7;tecnología;periféricos;orion;288.98;157.55;sin dato;sin dato;577.96;288.98;6;2
ORD-2023-00303;2023-06-29;2023-07-01;primera clase;completado;772;P0060;3;0.10;427.38;144.35;mesas smart 10;muebles;mesas;vector;158.29;93.56;sin dato;sin dato;384.64;142.46;6;2
ORD-2023-00304;2024-05-13;2024-05-15;estándar;completado;773;P0106;2;0.00;449.14;212.20;etiquetas eco 6;oficina;etiquetas;vector;224.57;118.47;campaña cliente vip 5;display;449.14;224.57;5;2
ORD-2023-00304;2024-05-13;2024-05-15;estándar;completado;774;P0056;6;0.00;3615.90;965.94;mesas flex 6;muebles;mesas;orion;602.65;441.66;campaña cliente vip 5;display;3615.90;602.65;5;2
ORD-2023-00304;2024-05-13;2024-05-15;estándar;completado;775;P0045;5;0.00;2674.50;716.30;sillas eco 5;muebles;sillas;lumen;534.90;391.64;campaña cliente vip 5;display;2674.50;534.90;5;2
ORD-2023-00305;2025-01-20;2025-01-21;estándar;completado;776;P0032;7;0.20;4052.10;547.83;periféricos eco 2;tecnología;periféricos;vector;723.59;506.45;campaña ahorro 2;afiliados;3241.68;578.87;1;1
ORD-2023-00305;2025-01-20;2025-01-21;estándar;completado;777;P0115;5;0.10;593.42;159.71;sobres pro 5;oficina;sobres;alerce;131.87;86.23;campaña ahorro 2;afiliados;534.08;118.68;1;1
ORD-2023-00305;2025-01-20;2025-01-21;estándar;completado;778;P0073;7;0.15;1039.82;177.20;almacenamiento eco 3;muebles;almacenamiento;orion;174.76;120.04;campaña ahorro 2;afiliados;883.85;148.55;1;1
ORD-2023-00306;2023-09-14;2023-09-15;estándar;completado;779;P0070;3;0.20;1840.06;374.28;libreros eco 10;muebles;libreros;andes;766.69;471.27;campaña activa 4;afiliados;1472.05;613.35;9;1
ORD-2023-00306;2023-09-14;2023-09-15;estándar;completado;780;P0013;3;0.30;600.31;59.05;teléfonos nova 3;tecnología;teléfonos;lumen;285.86;173.76;campaña activa 4;afiliados;420.22;200.10;9;1
ORD-2023-00306;2023-09-14;2023-09-15;estándar;completado;781;P0060;6;0.20;759.79;200.97;mesas smart 10;muebles;mesas;vector;158.29;93.56;campaña activa 4;afiliados;607.83;126.63;9;1
ORD-2023-00306;2023-09-14;2023-09-15;estándar;completado;782;P0004;1;0.20;22.50;3.61;accesorios eco 4;tecnología;accesorios;orion;28.12;19.81;campaña activa 4;afiliados;18.00;22.50;9;1
ORD-2023-00307;2025-03-16;2025-03-17;primera clase;completado;783;P0017;7;0.00;1790.95;647.29;teléfonos plus 7;tecnología;teléfonos;alerce;255.85;163.38;sin dato;sin dato;1790.95;255.85;3;1
ORD-2023-00307;2025-03-16;2025-03-17;primera clase;completado;784;P0108;1;0.00;490.95;98.41;etiquetas flex 8;oficina;etiquetas;patagonia;490.95;392.54;sin dato;sin dato;490.95;490.95;3;1
ORD-2023-00307;2025-03-16;2025-03-17;primera clase;completado;785;P0043;2;0.10;1268.28;453.33;sillas smart 3;muebles;sillas;altura;704.60;405.63;sin dato;sin dato;1141.45;634.14;3;1
ORD-2023-00307;2025-03-16;2025-03-17;primera clase;completado;786;P0111;1;0.00;514.86;215.30;sobres flex 1;oficina;sobres;lumen;514.86;299.56;sin dato;sin dato;514.86;514.86;3;1
ORD-2023-00308;2024-06-12;2024-06-13;segunda clase;devuelto;787;P0039;5;0.00;1185.55;241.00;periféricos nova 9;tecnología;periféricos;vector;237.11;188.91;sin dato;sin dato;1185.55;237.11;6;1
ORD-2023-00308;2024-06-12;2024-06-13;segunda clase;devuelto;788;P0015;2;0.00;1397.00;365.80;teléfonos plus 5;tecnología;teléfonos;nova;698.50;515.60;sin dato;sin dato;1397.00;698.50;6;1
ORD-2023-00309;2023-04-10;2023-04-11;mismo día;completado;789;P0119;2;0.10;1116.43;425.79;sobres plus 9;oficina;sobres;andes;620.24;347.69;campaña outlet 8;búsqueda;1004.79;558.22;4;1
ORD-2023-00310;2024-07-13;2024-07-15;estándar;completado;790;P0082;1;0.00;590.86;322.42;papelería eco 2;oficina;papelería;orion;590.86;268.44;sin dato;sin dato;590.86;590.86;7;2
ORD-2023-00310;2024-07-13;2024-07-15;estándar;completado;791;P0022;4;0.30;1207.42;355.14;computadores pro 2;tecnología;computadores;altura;431.22;214.08;sin dato;sin dato;845.19;301.86;7;2
ORD-2023-00311;2024-08-25;2024-08-28;estándar;completado;792;P0105;7;0.00;1816.36;954.59;etiquetas pro 5;oficina;etiquetas;lumen;259.48;123.11;campaña cliente vip 5;display;1816.36;259.48;8;3
ORD-2023-00311;2024-08-25;2024-08-28;estándar;completado;793;P0016;7;0.00;5455.10;2776.20;teléfonos pro 6;tecnología;teléfonos;orion;779.30;382.70;campaña cliente vip 5;display;5455.10;779.30;8;3
ORD-2023-00311;2024-08-25;2024-08-28;estándar;completado;794;P0083;8;0.00;423.12;137.44;papelería pro 3;oficina;papelería;altura;52.89;35.71;campaña cliente vip 5;display;423.12;52.89;8;3
ORD-2023-00311;2024-08-25;2024-08-28;estándar;completado;795;P0018;8;0.30;3843.17;220.07;teléfonos flex 8;tecnología;teléfonos;patagonia;686.28;471.26;campaña cliente vip 5;display;2690.22;480.40;8;3
ORD-2023-00312;2024-05-27;2024-06-02;mismo día;completado;796;P0023;3;0.15;2023.09;815.56;computadores pro 3;tecnología;computadores;patagonia;793.37;395.09;sin dato;sin dato;1719.63;674.36;5;6
ORD-2023-00313;2025-01-02;2025-01-08;primera clase;completado;797;P0118;8;0.20;1485.12;83.47;sobres nova 8;oficina;sobres;alerce;232.05;166.62;sin dato;sin dato;1188.10;185.64;1;6
ORD-2023-00314;2024-12-26;2024-12-30;segunda clase;completado;798;P0076;6;0.20;550.75;203.89;almacenamiento eco 6;muebles;almacenamiento;patagonia;114.74;61.78;sin dato;sin dato;440.60;91.79;12;4
ORD-2023-00314;2024-12-26;2024-12-30;segunda clase;completado;799;P0110;3;0.05;171.91;68.55;etiquetas nova 10;oficina;etiquetas;orion;60.32;34.94;sin dato;sin dato;163.31;57.30;12;4
ORD-2023-00314;2024-12-26;2024-12-30;segunda clase;completado;800;P0064;8;0.15;1023.47;85.89;libreros eco 4;muebles;libreros;andes;150.51;114.85;sin dato;sin dato;869.95;127.93;12;4
ORD-2023-00315;2023-06-28;2023-07-03;mismo día;enviado;801;P0079;5;0.00;244.35;64.85;almacenamiento nova 9;muebles;almacenamiento;alerce;48.87;35.90;sin dato;sin dato;244.35;48.87;6;5
ORD-2023-00316;2025-02-20;2025-02-22;segunda clase;enviado;802;P0090;8;0.20;4860.10;1139.80;papelería plus 10;oficina;papelería;orion;759.39;487.32;sin dato;sin dato;3888.08;607.51;2;2
ORD-2023-00317;2023-09-16;2023-09-19;segunda clase;completado;803;P0012;1;0.00;338.48;169.42;teléfonos flex 2;tecnología;teléfonos;vector;338.48;169.06;campaña cliente vip 5;display;338.48;338.48;9;3
ORD-2023-00317;2023-09-16;2023-09-19;segunda clase;completado;804;P0115;1;0.15;112.09;23.69;sobres pro 5;oficina;sobres;alerce;131.87;86.23;campaña cliente vip 5;display;95.28;112.09;9;3
ORD-2023-00318;2023-07-09;2023-07-14;mismo día;cancelado;805;P0074;8;0.15;2805.07;747.48;almacenamiento smart 4;muebles;almacenamiento;lumen;412.51;260.75;sin dato;sin dato;2384.31;350.63;7;5
ORD-2023-00318;2023-07-09;2023-07-14;mismo día;cancelado;806;P0103;2;0.30;754.04;76.15;etiquetas nova 3;oficina;etiquetas;alerce;538.60;343.63;sin dato;sin dato;527.83;377.02;7;5
ORD-2023-00319;2024-08-05;2024-08-05;mismo día;completado;807;P0077;6;0.00;656.94;335.10;almacenamiento nova 7;muebles;almacenamiento;altura;109.49;53.64;campaña cliente vip 5;display;656.94;109.49;8;0
ORD-2023-00320;2024-02-04;2024-02-09;estándar;devuelto;808;P0110;5;0.20;241.28;63.72;etiquetas nova 10;oficina;etiquetas;orion;60.32;34.94;campaña activa 3;afiliados;193.02;48.26;2;5
ORD-2023-00320;2024-02-04;2024-02-09;estándar;devuelto;809;P0075;8;0.10;3832.99;1638.49;almacenamiento plus 5;muebles;almacenamiento;nova;532.36;271.05;campaña activa 3;afiliados;3449.69;479.12;2;5
ORD-2023-00321;2024-03-07;2024-03-09;primera clase;completado;810;P0031;8;0.00;1860.64;956.32;periféricos smart 1;tecnología;periféricos;andes;232.58;113.04;campaña cliente vip 1;email;1860.64;232.58;3;2
ORD-2023-00322;2023-03-14;2023-03-17;estándar;completado;811;P0017;5;0.00;1279.25;462.35;teléfonos plus 7;tecnología;teléfonos;alerce;255.85;163.38;sin dato;sin dato;1279.25;255.85;3;3
ORD-2023-00322;2023-03-14;2023-03-17;estándar;completado;812;P0065;4;0.15;1457.89;613.69;libreros pro 5;muebles;libreros;nova;428.79;212.81;sin dato;sin dato;1239.21;364.47;3;3
ORD-2023-00322;2023-03-14;2023-03-17;estándar;completado;813;P0101;4;0.00;2314.84;772.16;etiquetas eco 1;oficina;etiquetas;nova;578.71;385.67;sin dato;sin dato;2314.84;578.71;3;3
ORD-2023-00322;2023-03-14;2023-03-17;estándar;completado;814;P0100;4;0.20;168.38;12.08;archivadores smart 10;oficina;archivadores;andes;52.62;38.31;sin dato;sin dato;134.70;42.10;3;3
ORD-2023-00323;2024-05-08;2024-05-08;mismo día;completado;815;P0071;3;0.00;2665.56;633.09;almacenamiento flex 1;muebles;almacenamiento;patagonia;888.52;677.49;campaña ahorro 7;afiliados;2665.56;888.52;5;0
ORD-2023-00323;2024-05-08;2024-05-08;mismo día;completado;816;P0046;4;0.15;288.56;109.45;sillas pro 6;muebles;sillas;nova;84.87;45.10;campaña ahorro 7;afiliados;245.28;72.14;5;0
ORD-2023-00323;2024-05-08;2024-05-08;mismo día;completado;817;P0031;4;0.00;930.32;478.16;periféricos smart 1;tecnología;periféricos;andes;232.58;113.04;campaña ahorro 7;afiliados;930.32;232.58;5;0
ORD-2023-00323;2024-05-08;2024-05-08;mismo día;completado;818;P0053;1;0.00;370.71;132.00;mesas eco 3;muebles;mesas;alerce;370.71;238.71;campaña ahorro 7;afiliados;370.71;370.71;5;0
ORD-2023-00324;2023-03-20;2023-03-20;primera clase;completado;819;P0038;3;0.20;981.41;232.51;periféricos nova 8;tecnología;periféricos;andes;408.92;250.33;campaña activa 3;afiliados;785.13;327.14;3;0
ORD-2023-00324;2023-03-20;2023-03-20;primera clase;completado;820;P0085;2;0.00;1488.02;406.04;papelería smart 5;oficina;papelería;alerce;744.01;540.99;campaña activa 3;afiliados;1488.02;744.01;3;0
ORD-2023-00325;2024-12-23;2024-12-28;segunda clase;enviado;821;P0047;5;0.05;3314.69;708.97;sillas plus 7;muebles;sillas;andes;697.83;520.77;sin dato;sin dato;3148.96;662.94;12;5
ORD-2023-00325;2024-12-23;2024-12-28;segunda clase;enviado;822;P0041;2;0.00;309.04;107.90;sillas eco 1;muebles;sillas;vector;154.52;100.57;sin dato;sin dato;309.04;154.52;12;5
ORD-2023-00325;2024-12-23;2024-12-28;segunda clase;enviado;823;P0091;8;0.10;3710.09;962.00;archivadores flex 1;oficina;archivadores;alerce;515.29;352.20;sin dato;sin dato;3339.08;463.76;12;5
ORD-2023-00326;2023-08-25;2023-08-27;primera clase;completado;824;P0005;4;0.30;2496.68;229.28;accesorios flex 5;tecnología;accesorios;vector;891.67;550.81;sin dato;sin dato;1747.68;624.17;8;2
ORD-2023-00326;2023-08-25;2023-08-27;primera clase;completado;825;P0015;1;0.30;488.95;-54.84;teléfonos plus 5;tecnología;teléfonos;nova;698.50;515.60;sin dato;sin dato;342.26;488.95;8;2
ORD-2023-00327;2024-08-25;2024-08-28;mismo día;completado;826;P0111;7;0.20;2883.22;802.44;sobres flex 1;oficina;sobres;lumen;514.86;299.56;campaña ahorro 2;afiliados;2306.58;411.89;8;3
ORD-2023-00328;2024-01-24;2024-01-25;primera clase;completado;827;P0120;1;0.15;600.33;145.34;sobres plus 10;oficina;sobres;altura;706.27;437.08;sin dato;sin dato;510.28;600.33;1;1
ORD-2023-00328;2024-01-24;2024-01-25;primera clase;completado;828;P0104;4;0.00;2420.80;850.80;etiquetas nova 4;oficina;etiquetas;altura;605.20;392.50;sin dato;sin dato;2420.80;605.20;1;1
ORD-2023-00328;2024-01-24;2024-01-25;primera clase;completado;829;P0111;7;0.00;3604.02;1507.10;sobres flex 1;oficina;sobres;lumen;514.86;299.56;sin dato;sin dato;3604.02;514.86;1;1
ORD-2023-00329;2024-07-01;2024-07-04;mismo día;completado;830;P0017;1;0.10;230.26;63.82;teléfonos plus 7;tecnología;teléfonos;alerce;255.85;163.38;campaña cliente vip 5;display;207.23;230.26;7;3
ORD-2023-00329;2024-07-01;2024-07-04;mismo día;completado;831;P0011;4;0.10;1986.23;554.05;teléfonos plus 1;tecnología;teléfonos;lumen;551.73;361.63;campaña cliente vip 5;display;1787.61;496.56;7;3
ORD-2023-00330;2024-09-22;2024-09-24;estándar;enviado;832;P0073;6;0.10;943.70;208.89;almacenamiento eco 3;muebles;almacenamiento;orion;174.76;120.04;campaña cliente vip 5;display;849.33;157.28;9;2
ORD-2023-00330;2024-09-22;2024-09-24;estándar;enviado;833;P0060;1;0.30;110.80;26.57;mesas smart 10;muebles;mesas;vector;158.29;93.56;campaña cliente vip 5;display;77.56;110.80;9;2
ORD-2023-00330;2024-09-22;2024-09-24;estándar;enviado;834;P0046;8;0.05;645.01;285.45;sillas pro 6;muebles;sillas;nova;84.87;45.10;campaña cliente vip 5;display;612.76;80.63;9;2
ORD-2023-00331;2024-09-16;2024-09-20;primera clase;completado;835;P0034;8;0.00;3357.44;1151.28;periféricos flex 4;tecnología;periféricos;orion;419.68;275.77;campaña ahorro 2;afiliados;3357.44;419.68;9;4
ORD-2023-00331;2024-09-16;2024-09-20;primera clase;completado;836;P0019;1;0.05;499.16;106.97;teléfonos eco 9;tecnología;teléfonos;andes;525.43;396.24;campaña ahorro 2;afiliados;474.20;499.16;9;4
ORD-2023-00331;2024-09-16;2024-09-20;primera clase;completado;837;P0024;8;0.15;5489.98;2444.53;computadores nova 4;tecnología;computadores;vector;807.35;402.87;campaña ahorro 2;afiliados;4666.48;686.25;9;4
ORD-2023-00332;2025-01-01;2025-01-03;primera clase;completado;838;P0077;4;0.15;372.27;167.98;almacenamiento nova 7;muebles;almacenamiento;altura;109.49;53.64;sin dato;sin dato;316.43;93.07;1;2
ORD-2023-00333;2024-06-07;2024-06-07;mismo día;completado;839;P0113;5;0.00;3045.05;1164.25;sobres smart 3;oficina;sobres;patagonia;609.01;376.16;campaña ahorro 6;afiliados;3045.05;609.01;6;0
ORD-2023-00333;2024-06-07;2024-06-07;mismo día;completado;840;P0043;7;0.15;4192.37;1361.64;sillas smart 3;muebles;sillas;altura;704.60;405.63;campaña ahorro 6;afiliados;3563.51;598.91;6;0
ORD-2023-00333;2024-06-07;2024-06-07;mismo día;completado;841;P0080;1;0.00;791.11;409.37;almacenamiento plus 10;muebles;almacenamiento;patagonia;791.11;381.74;campaña ahorro 6;afiliados;791.11;791.11;6;0
ORD-2023-00333;2024-06-07;2024-06-07;mismo día;completado;842;P0120;3;0.00;2118.81;807.57;sobres plus 10;oficina;sobres;altura;706.27;437.08;campaña ahorro 6;afiliados;2118.81;706.27;6;0
ORD-2023-00334;2024-06-07;2024-06-12;primera clase;completado;843;P0107;1;0.00;77.45;34.99;etiquetas pro 7;oficina;etiquetas;orion;77.45;42.46;sin dato;sin dato;77.45;77.45;6;5
ORD-2023-00334;2024-06-07;2024-06-12;primera clase;completado;844;P0010;4;0.20;2169.86;173.12;accesorios nova 10;tecnología;accesorios;andes;678.08;497.07;sin dato;sin dato;1735.89;542.46;6;5
ORD-2023-00334;2024-06-07;2024-06-12;primera clase;completado;845;P0109;1;0.30;534.65;-39.26;etiquetas smart 9;oficina;etiquetas;patagonia;763.79;559.32;sin dato;sin dato;374.25;534.65;6;5
ORD-2023-00334;2024-06-07;2024-06-12;primera clase;completado;846;P0041;5;0.05;733.97;225.93;sillas eco 1;muebles;sillas;vector;154.52;100.57;sin dato;sin dato;697.27;146.79;6;5
ORD-2023-00335;2023-12-03;2023-12-04;segunda clase;devuelto;847;P0096;2;0.05;1342.33;550.85;archivadores pro 6;oficina;archivadores;patagonia;706.49;396.52;sin dato;sin dato;1275.21;671.16;12;1
ORD-2023-00335;2023-12-03;2023-12-04;segunda clase;devuelto;848;P0047;2;0.15;1186.31;139.71;sillas plus 7;muebles;sillas;andes;697.83;520.77;sin dato;sin dato;1008.36;593.16;12;1
ORD-2023-00335;2023-12-03;2023-12-04;segunda clase;devuelto;849;P0118;6;0.30;974.61;-42.69;sobres nova 8;oficina;sobres;alerce;232.05;166.62;sin dato;sin dato;682.23;162.44;12;1
ORD-2023-00336;2023-08-24;2023-08-28;segunda clase;devuelto;850;P0087;3;0.10;1999.00;396.00;papelería flex 7;oficina;papelería;andes;740.37;525.57;sin dato;sin dato;1799.10;666.33;8;4
ORD-2023-00336;2023-08-24;2023-08-28;segunda clase;devuelto;851;P0041;2;0.00;309.04;107.90;sillas eco 1;muebles;sillas;vector;154.52;100.57;sin dato;sin dato;309.04;154.52;8;4
ORD-2023-00336;2023-08-24;2023-08-28;segunda clase;devuelto;852;P0074;8;0.05;3135.08;1022.68;almacenamiento smart 4;muebles;almacenamiento;lumen;412.51;260.75;sin dato;sin dato;2978.33;391.88;8;4
ORD-2023-00336;2023-08-24;2023-08-28;segunda clase;devuelto;853;P0002;3;0.00;30.18;12.42;accesorios smart 2;tecnología;accesorios;vector;10.06;5.92;sin dato;sin dato;30.18;10.06;8;4
ORD-2023-00337;2023-05-10;2023-05-16;segunda clase;completado;854;P0066;7;0.20;2015.16;820.77;libreros smart 6;muebles;libreros;lumen;359.85;174.82;campaña ahorro 7;afiliados;1612.13;287.88;5;6
ORD-2023-00337;2023-05-10;2023-05-16;segunda clase;completado;855;P0090;4;0.10;2733.80;830.81;papelería plus 10;oficina;papelería;orion;759.39;487.32;campaña ahorro 7;afiliados;2460.42;683.45;5;6
ORD-2023-00338;2025-01-09;2025-01-09;mismo día;cancelado;856;P0095;7;0.10;3321.68;1293.40;archivadores plus 5;oficina;archivadores;altura;527.25;284.32;sin dato;sin dato;2989.51;474.53;1;0
ORD-2023-00338;2025-01-09;2025-01-09;mismo día;cancelado;857;P0094;3;0.00;540.12;160.02;archivadores pro 4;oficina;archivadores;alerce;180.04;126.70;sin dato;sin dato;540.12;180.04;1;0
ORD-2023-00338;2025-01-09;2025-01-09;mismo día;cancelado;858;P0076;6;0.30;481.91;121.19;almacenamiento eco 6;muebles;almacenamiento;patagonia;114.74;61.78;sin dato;sin dato;337.34;80.32;1;0
ORD-2023-00338;2025-01-09;2025-01-09;mismo día;cancelado;859;P0023;5;0.00;3966.85;1991.40;computadores pro 3;tecnología;computadores;patagonia;793.37;395.09;sin dato;sin dato;3966.85;793.37;1;0
ORD-2023-00339;2023-02-19;2023-02-23;mismo día;completado;860;P0050;6;0.00;1449.78;670.74;sillas nova 10;muebles;sillas;lumen;241.63;129.84;sin dato;sin dato;1449.78;241.63;2;4
ORD-2023-00339;2023-02-19;2023-02-23;mismo día;completado;861;P0105;4;0.20;830.34;336.31;etiquetas pro 5;oficina;etiquetas;lumen;259.48;123.11;sin dato;sin dato;664.27;207.58;2;4
ORD-2023-00339;2023-02-19;2023-02-23;mismo día;completado;862;P0013;6;0.10;1543.64;524.03;teléfonos nova 3;tecnología;teléfonos;lumen;285.86;173.76;sin dato;sin dato;1389.28;257.27;2;4
ORD-2023-00340;2024-05-13;2024-05-16;primera clase;completado;863;P0119;4;0.10;2232.86;877.73;sobres plus 9;oficina;sobres;andes;620.24;347.69;campaña activa 3;afiliados;2009.57;558.22;5;3
ORD-2023-00341;2024-06-04;2024-06-10;segunda clase;cancelado;864;P0107;1;0.15;65.83;24.75;etiquetas pro 7;oficina;etiquetas;orion;77.45;42.46;sin dato;sin dato;55.96;65.83;6;6
ORD-2023-00341;2024-06-04;2024-06-10;segunda clase;cancelado;865;P0094;8;0.00;1440.32;426.72;archivadores pro 4;oficina;archivadores;alerce;180.04;126.70;sin dato;sin dato;1440.32;180.04;6;6
ORD-2023-00341;2024-06-04;2024-06-10;segunda clase;cancelado;866;P0118;2;0.00;464.10;130.86;sobres nova 8;oficina;sobres;alerce;232.05;166.62;sin dato;sin dato;464.10;232.05;6;6
ORD-2023-00341;2024-06-04;2024-06-10;segunda clase;cancelado;867;P0064;5;0.00;752.55;178.30;libreros eco 4;muebles;libreros;andes;150.51;114.85;sin dato;sin dato;752.55;150.51;6;6
ORD-2023-00342;2023-12-29;2024-01-04;primera clase;completado;868;P0036;8;0.00;7017.60;3651.12;periféricos nova 6;tecnología;periféricos;patagonia;877.20;420.81;campaña activa 4;afiliados;7017.60;877.20;12;6
ORD-2023-00342;2023-12-29;2024-01-04;primera clase;completado;869;P0115;1;0.20;105.50;23.48;sobres pro 5;oficina;sobres;alerce;131.87;86.23;campaña activa 4;afiliados;84.40;105.50;12;6
ORD-2023-00342;2023-12-29;2024-01-04;primera clase;completado;870;P0025;1;0.00;763.71;244.05;computadores plus 5;tecnología;computadores;orion;763.71;519.66;campaña activa 4;afiliados;763.71;763.71;12;6
ORD-2023-00343;2024-11-20;2024-11-21;segunda clase;completado;871;P0037;3;0.05;823.59;348.61;periféricos nova 7;tecnología;periféricos;orion;288.98;157.55;campaña activa 3;afiliados;782.41;274.53;11;1
ORD-2023-00343;2024-11-20;2024-11-21;segunda clase;completado;872;P0067;4;0.00;691.08;254.96;libreros pro 7;muebles;libreros;nova;172.77;109.03;campaña activa 3;afiliados;691.08;172.77;11;1
ORD-2023-00343;2024-11-20;2024-11-21;segunda clase;completado;873;P0072;4;0.00;2755.92;1043.52;almacenamiento nova 2;muebles;almacenamiento;patagonia;688.98;428.10;campaña activa 3;afiliados;2755.92;688.98;11;1
ORD-2023-00343;2024-11-20;2024-11-21;segunda clase;completado;874;P0079;7;0.05;324.99;72.74;almacenamiento nova 9;muebles;almacenamiento;alerce;48.87;35.90;campaña activa 3;afiliados;308.74;46.43;11;1
ORD-2023-00344;2024-11-03;2024-11-04;primera clase;enviado;875;P0063;7;0.15;1484.41;190.67;libreros smart 3;muebles;libreros;vector;249.48;184.17;sin dato;sin dato;1261.75;212.06;11;1
ORD-2023-00344;2024-11-03;2024-11-04;primera clase;enviado;876;P0013;4;0.00;1143.44;448.40;teléfonos nova 3;tecnología;teléfonos;lumen;285.86;173.76;sin dato;sin dato;1143.44;285.86;11;1
ORD-2023-00344;2024-11-03;2024-11-04;primera clase;enviado;877;P0054;8;0.15;561.14;83.70;mesas eco 4;muebles;mesas;altura;82.52;60.93;sin dato;sin dato;476.97;70.14;11;1
ORD-2023-00344;2024-11-03;2024-11-04;primera clase;enviado;878;P0015;3;0.30;1466.85;-194.70;teléfonos plus 5;tecnología;teléfonos;nova;698.50;515.60;sin dato;sin dato;1026.79;488.95;11;1
ORD-2023-00345;2024-12-14;2024-12-17;mismo día;enviado;879;P0077;7;0.05;728.11;359.85;almacenamiento nova 7;muebles;almacenamiento;altura;109.49;53.64;sin dato;sin dato;691.70;104.02;12;3
ORD-2023-00345;2024-12-14;2024-12-17;mismo día;enviado;880;P0065;4;0.20;1372.13;581.15;libreros pro 5;muebles;libreros;nova;428.79;212.81;sin dato;sin dato;1097.70;343.03;12;3
ORD-2023-00345;2024-12-14;2024-12-17;mismo día;enviado;881;P0034;6;0.20;2014.46;381.73;periféricos flex 4;tecnología;periféricos;orion;419.68;275.77;sin dato;sin dato;1611.57;335.74;12;3
